genotype_id,gene_symbols,zygosity,expression_direction,genetic_background,primary_system,n_phenotype_terms,is_famous,eligible,phenotype_terms,pmids,direction,aging_terms,also_developmental
MGI:2175708,Atm,homozygote,decreased,involves: 129S6/SvEvTac * Black Swiss,hematopoietic system,17,1,1,"small thymus|thymus cortex hypoplasia|abnormal Purkinje cell morphology|abnormal testis morphology|small testis|decreased body weight|decreased body size|male infertility|increased T cell derived lymphoma incidence|abnormal T cell differentiation|abnormal chromosome morphology|chromosome breakage|increased cellular sensitivity to ionizing radiation induced cell death|increased double-positive T cell number|azoospermia|decreased CD4-positive, alpha-beta T cell number|increased thymoma incidence",11389091|14673010|8917548,shortens,premature death,0
MGI:2175756,Cdk5r1,homozygote,decreased,involves: 129S4/SvJae * C57BL/6,nervous system,16,0,1,decreased corpus callosum size|abnormal forebrain morphology|abnormal cerebral cortex morphology|abnormal hippocampus morphology|abnormal dentate gyrus morphology|abnormal hippocampus layer morphology|dilated lateral ventricle|ectopic Purkinje cell|abnormal cerebellar molecular layer|seizures|abnormal olfactory bulb development|increased susceptibility to pharmacologically induced seizures|abnormal subplate morphology|thin cortical plate|abnormal cerebral cortex pyramidal cell morphology|decreased striatum size,11517264|11517264|9010203|9010203,shortens,premature death,0
MGI:2175761,Cdkn1b,homozygote,decreased,involves: 129S4/SvJaeSor * C57BL/6J,hematopoietic system,20,0,1,abnormal hepatocyte morphology|pituitary gland hyperplasia|enlarged pituitary gland|abnormal spleen morphology|enlarged spleen|spleen hyperplasia|abnormal thymus morphology|thymus hyperplasia|enlarged thymus|abnormal cerebral cortex morphology|abnormal hippocampus morphology|abnormal epithalamus morphology|absent corpus luteum|increased body weight|disorganized retina layers|female infertility|increased pituitary adenoma incidence|abnormal definitive hematopoiesis|increased T cell proliferation|abnormal retina neuronal layer morphology,8646781,shortens,premature death,0
MGI:2175772,Cdkn2b,homozygote,decreased,involves: 129S1/Sv * C57BL/6,immune system,15,0,1,extramedullary hematopoiesis|lymphoid hyperplasia|abnormal spleen morphology|spleen hyperplasia|increased tumor incidence|increased sarcoma incidence|abnormal lymph node secondary follicle morphology|abnormal spleen marginal zone morphology|abnormal lymphocyte morphology|abnormal cell physiology|lymph node hyperplasia|increased mature B cell number|abnormal lymph node germinal center morphology|increased adenocarcinoma incidence|increased fibroblast proliferation,10880462,shortens,premature death,0
MGI:2175773,Cdkn2c,homozygote,decreased,involves: 129S1/Sv * C57BL/6,endocrine/exocrine gland,28,0,1,kidney cortex cyst|cortical renal glomerulopathies|mammary gland hyperplasia|pituitary gland hyperplasia|lymphoid hyperplasia|enlarged spleen|enlarged lymph nodes|abnormal cerebellar molecular layer|enlarged testis|increased Leydig cell number|increased body weight|increased body size|abnormal apoptosis|increased B cell derived lymphoma incidence|increased T cell derived lymphoma incidence|increased pituitary adenoma incidence|increased pheochromocytoma incidence|abnormal lymph node medulla morphology|decreased circulating testosterone level|increased hemangiosarcoma incidence|kidney cyst|abnormal neuronal migration|increased testis tumor incidence|increased spleen white pulp amount|abnormal mammary gland epithelium morphology|abnormal neuron differentiation|increased renal carcinoma incidence|abnormal Leydig cell differentiation,10880462|11287627|16260494,shortens,decreased tumor-free survival time,0
MGI:2175826,Dbh,homozygote,decreased,either: (involves: 129S7/SvEvBrd * 129/SvCpj) or (involves: 129S7/SvEvBrd * C57BL/6J),homeostasis/metabolism,8,0,1,abnormal heart morphology|decreased body size|blepharoptosis|postnatal growth retardation|absent circulating adrenaline|absent circulating noradrenaline|increased circulating corticosterone level|increased dopamine level,15724149|7715704,shortens,premature death,1
MGI:2175827,Dbh|Th,multi-locus,decreased,involves: 129S7/SvEvBrd,behavior/neurological,12,0,1,decreased brain size|decreased body weight|weight loss|decreased body size|decreased locomotor activity|adipsia|aphagia|poor grooming|hunched posture|abnormal nervous system physiology|decreased stereotypic behavior|decreased dopamine level,8548806,shortens,premature death,0
MGI:2175838,Ebf1,homozygote,decreased,involves: 129S2/SvPas,hematopoietic system,7,0,1,decreased body size|arrested B cell differentiation|decreased IgM level|abnormal B cell morphology|absent B-1 B cells|decreased pro-B cell number|absent mature B cells,7542362,shortens,premature death,0
MGI:2175851,En1,homozygote,unknown,involves: 129S1/Sv * 129X1/SvJ,limbs/digits/tail,13,0,1,polydactyly|syndactyly|abnormal digit pigmentation|deformed nails|abnormal cerebellum development|male infertility|abnormal digit morphology|abnormal brain morphology|abnormal fertility/fecundity|abnormal sternebra morphology|asymmetric sternocostal joints|abnormal sternum ossification|decreased inferior colliculus size,9778510,shortens,premature death,0
MGI:2175852,En1,homozygote,unknown,involves: 129S1/Sv * 129X1/SvJ,limbs/digits/tail,14,0,1,polydactyly|syndactyly|abnormal digit pigmentation|abnormal foot pad morphology|abnormal nail morphology|deformed nails|abnormal eccrine sweat gland morphology|abnormal digit morphology|abnormal limb bone morphology|abnormal brain morphology|abnormal hair follicle development|abnormal cerebellar lobule formation|fused phalanges|decreased midbrain size,8684466|8684466|9778510|9778510,shortens,premature death,0
MGI:2175903,Apc,heterozygote,unknown,involves: AKR/J * C57BL/6J,digestive/alimentary,6,0,1,decreased hematocrit|hyperlipidemia|anemia|increased intestinal adenoma incidence|increased intestinal adenocarcinoma incidence|melena,2296722,shortens,premature death,0
MGI:2175909,Apc,heterozygote,decreased,involves: 129P2/OlaHsd * C57BL/6,digestive/alimentary,4,0,1,increased intestinal adenoma incidence|increased intestinal adenocarcinoma incidence|rectal hemorrhage|increased hepatocellular carcinoma incidence,8090754,shortens,premature death,0
MGI:2176410,Ppt1,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6J,nervous system,25,0,1,myoclonus|hindlimb paralysis|decreased brain size|hippocampal neuron degeneration|Purkinje cell degeneration|decreased retina photoreceptor cell number|abnormal gait|decreased grooming behavior|abnormal aggression-related behavior|abnormal brain morphology|neurodegeneration|astrocytosis|jerky movement|abnormal retina rod bipolar cell morphology|abnormal retina cone bipolar cell morphology|retina deposits|retina ganglion cell degeneration|decreased retina cone cell number|retina photoreceptor degeneration|thin retina inner nuclear layer|thin retina outer nuclear layer|microgliosis|retina gliosis|decreased total retina thickness|thick neurocranium,11717424|31578378,shortens,premature death,0
MGI:2176416,Ppt2,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6J,endocrine/exocrine gland,29,0,1,extramedullary hematopoiesis|abnormal urinary bladder urothelium morphology|abnormal liver morphology|enlarged liver|abnormal spleen morphology|enlarged spleen|muscle spasm|abnormal cerebral cortex morphology|abnormal cerebellar granule layer morphology|ataxia|limb grasping|abnormal pancreas morphology|abnormal brain morphology|decreased brain weight|abnormal bone marrow cell morphology/development|increased neuron apoptosis|enlarged pancreas|abnormal gastric gland morphology|increased spleen weight|abnormal retina pigment epithelium morphology|abnormal exocrine pancreas morphology|jerky movement|increased macrophage cell number|lipofuscinosis|abnormal pancreatic acinar cell zymogen granule morphology|abnormal cerebellum white matter morphology|abnormal pyloric gastric gland morphology|abnormal testis interstitial tissue morphology|decreased spleen B cell follicle number,11717424|14528005|14528005,shortens,premature death,0
MGI:2176491,Ggt1,homozygote,decreased,involves: 129S7/SvEvBrd * C57BL/6J,reproductive system,38,0,1,diluted coat color|uterus hypoplasia|impaired ovarian folliculogenesis|absent corpus luteum|small testis|small seminiferous tubules|decreased body weight|abnormal lens morphology|cataract|postnatal growth retardation|male infertility|female infertility|abnormal coat/hair pigmentation|abnormal glucose homeostasis|abnormal postnatal growth/weight/body size|disproportionate dwarf|oligozoospermia|decreased circulating testosterone level|decreased circulating follicle stimulating hormone level|abnormal long bone epiphyseal plate proliferative zone|abnormal reproductive system development|decreased bone mass|decreased circulating insulin-like growth factor I level|decreased testis weight|epididymis hypoplasia|increased circulating growth hormone level|seminal vesicle hypoplasia|ovary hypoplasia|decreased circulating estradiol level|absent estrous cycle|oocyte degeneration|nuclear cataract|absent tertiary ovarian follicles|immotile sperm|decreased cysteine level|decreased circulating cysteine level|failure of copulatory plug deposition|failure of superovulation,11089562|11095909|11095909|8755578|11463821|8755578|12810527|8755578,shortens,premature death,0
MGI:2176507,H2-DMa,homozygote,decreased,involves: 129S4/SvJae,immune system,8,0,1,"decreased body size|increased susceptibility to bacterial infection|abnormal positive T cell selection|abnormal antigen presentation via MHC class II|abnormal level of surface class II molecules|abnormal CD4-positive, alpha-beta T cell physiology|decreased CD4-positive, alpha-beta T cell number|decreased interferon-gamma secretion",10843678|8598041|8598041|9551884|9551884,shortens,premature death,0
MGI:2176603,Atr,heterozygote,decreased,involves: 129 * C57BL/6,neoplasm,1,1,1,increased tumor incidence,10691732,shortens,premature death,0
MGI:2176718,Bcl2,homozygote,decreased,involves: 129S2/SvPas * C57BL/6,renal/urinary system,59,0,1,"small ears|short snout|kidney cortex cyst|delayed kidney development|abnormal spleen morphology|small spleen|abnormal thymus morphology|small thymus|decreased body size|postnatal growth retardation|abnormal thymus involution|abnormal spleen red pulp morphology|abnormal spleen white pulp morphology|abnormal CD4-positive, alpha beta T cell morphology|abnormal immune system organ morphology|abnormal retina vasculature morphology|increased compensatory renal growth|small kidney|enlarged kidney|renal hypoplasia|abnormal cell adhesion|kidney failure|kidney cyst|abnormal pericyte morphology|decreased kidney weight|decreased renal glomerulus number|absent oocytes|pale kidney|abnormal CD8-positive, alpha beta T cell morphology|decreased lymphocyte cell number|decreased B cell number|decreased T cell number|increased double-negative T cell number|decreased double-positive T cell number|cachexia|abnormal renal glomerulus morphology|hypopigmentation|increased circulating creatinine level|increased blood urea nitrogen level|decreased vascular endothelial cell number|increased T cell apoptosis|polycystic kidney|dilated proximal convoluted tubule|dilated distal convoluted tubule|abnormal primordial ovarian follicle morphology|abnormal renal tubule epithelium morphology|abnormal induced retina neovascularization|abnormal metanephric mesenchyme morphology|decreased nephron number|kidney medulla cyst|abnormal nephrogenic zone morphology|small metanephros|increased kidney apoptosis|increased metanephric mesenchyme apoptosis|abnormal kidney interstitium morphology|increased kidney cell proliferation|abnormal metanephric ureteric bud development|parietal capsular epithelium metaplasia|round snout",15708569|7628407|7840250|7840250|8402909|7840250|8760259|8402909|8402909|8760259|8402909|8760259|9950951|8760259|9950951,shortens,premature death,0
MGI:2176726,Bcl2,homozygote,decreased,involves: 129S2/SvPas * C57BL/6,nervous system,12,0,1,abnormal facial motor nucleus morphology|motor neuron degeneration|decreased sensory neuron number|abnormal superior cervical ganglion morphology|abnormal sympathetic neuron morphology|decreased body size|abnormal optic nerve morphology|increased circulating creatinine level|increased blood urea nitrogen level|abnormal L3 dorsal root ganglion morphology|retina ganglion cell degeneration|polycystic kidney,10321489|8755480,shortens,premature death,0
